,Region,iso3,Country,City/Town
7439,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shahryar
7440,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shahryar
7441,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shahryar
7442,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shiraz
7443,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shiraz
7444,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Shiraz
7445,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tabriz
7446,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tabriz
7447,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tehran
7448,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tehran
7449,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tehran
7450,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tehran
7451,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Tehran
7452,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Urmia
7453,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Uromieh
7454,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Varamin
7455,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Varamin
7456,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Varamin
7457,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Varamin
7458,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Yasoj
7459,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Yasuj
7460,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Yazd
7461,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Yazd
7462,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Zabol
7463,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Zanjan
7464,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),Zanjan
7465,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),lavasan
7466,Eastern Mediterranean (LMIC),IRN,Iran (Islamic Republic of),shahinshahr
7467,Eastern Mediterranean (LMIC),IRQ,Iraq,Baghdad
7468,Eastern Mediterranean (LMIC),IRQ,Iraq,Baghdad
7469,Europe (HIC),ISL,Iceland,Akureyri
7470,Europe (HIC),ISL,Iceland,Hafnarfjordur
7471,Europe (HIC),ISL,Iceland,Hafnarfjordur
7472,Europe (HIC),ISL,Iceland,Kopavogur
7473,Europe (HIC),ISL,Iceland,Reykjavik
7474,Europe (HIC),ISL,Iceland,Reykjavik
7475,Europe (HIC),ISR,Israel,Afula
7476,Europe (HIC),ISR,Israel,Afula
7477,Europe (HIC),ISR,Israel,Afula
7478,Europe (HIC),ISR,Israel,Afula
7479,Europe (HIC),ISR,Israel,Arad
7480,Europe (HIC),ISR,Israel,Ashdod
7481,Europe (HIC),ISR,Israel,Ashdod
7482,Europe (HIC),ISR,Israel,Ashdod
7483,Europe (HIC),ISR,Israel,Ashdod
7484,Europe (HIC),ISR,Israel,Ashkelon
7485,Europe (HIC),ISR,Israel,Ashkelon
7486,Europe (HIC),ISR,Israel,Ashkelon
7487,Europe (HIC),ISR,Israel,Ashkelon
7488,Europe (HIC),ISR,Israel,Bat Hadar
7489,Europe (HIC),ISR,Israel,Bat Hadar
7490,Europe (HIC),ISR,Israel,Bat Hadar
7491,Europe (HIC),ISR,Israel,Bat Hadar
7492,Europe (HIC),ISR,Israel,Beer Sheva
7493,Europe (HIC),ISR,Israel,Beer Sheva
7494,Europe (HIC),ISR,Israel,Beer Sheva
7495,Europe (HIC),ISR,Israel,Beer Sheva
7496,Europe (HIC),ISR,Israel,Beit Shemesh
7497,Europe (HIC),ISR,Israel,Beit Shemesh
7498,Europe (HIC),ISR,Israel,Beit Shemesh
7499,Europe (HIC),ISR,Israel,Beit Shemesh
7500,Europe (HIC),ISR,Israel,Bnei Brak
7501,Europe (HIC),ISR,Israel,Bnei Brak
7502,Europe (HIC),ISR,Israel,Bnei Brak
7503,Europe (HIC),ISR,Israel,Bnei Brak
7504,Europe (HIC),ISR,Israel,Ceasaria
7505,Europe (HIC),ISR,Israel,Ceasaria
7506,Europe (HIC),ISR,Israel,Ceasaria
7507,Europe (HIC),ISR,Israel,Ceasaria
7508,Europe (HIC),ISR,Israel,Eilat
7509,Europe (HIC),ISR,Israel,Erez
7510,Europe (HIC),ISR,Israel,Erez
7511,Europe (HIC),ISR,Israel,Erez
7512,Europe (HIC),ISR,Israel,Erez
7513,Europe (HIC),ISR,Israel,Gedera
7514,Europe (HIC),ISR,Israel,Gedera
7515,Europe (HIC),ISR,Israel,Gedera
7516,Europe (HIC),ISR,Israel,Gedera
7517,Europe (HIC),ISR,Israel,Givataim (Tel Aviv)
7518,Europe (HIC),ISR,Israel,Givataim (Tel Aviv)
7519,Europe (HIC),ISR,Israel,Givataim (Tel Aviv)
7520,Europe (HIC),ISR,Israel,Givataim (Tel Aviv)
7521,Europe (HIC),ISR,Israel,Gvar'am
7522,Europe (HIC),ISR,Israel,Gvar'am
7523,Europe (HIC),ISR,Israel,Gvar'am
7524,Europe (HIC),ISR,Israel,Gvar'am
7525,Europe (HIC),ISR,Israel,Hadera
7526,Europe (HIC),ISR,Israel,Haifa
7527,Europe (HIC),ISR,Israel,Haifa
7528,Europe (HIC),ISR,Israel,Haifa
7529,Europe (HIC),ISR,Israel,Haifa
7530,Europe (HIC),ISR,Israel,Holon (Tel Aviv)
7531,Europe (HIC),ISR,Israel,Holon (Tel Aviv)
7532,Europe (HIC),ISR,Israel,Holon (Tel Aviv)
7533,Europe (HIC),ISR,Israel,Jerusalem
7534,Europe (HIC),ISR,Israel,Jerusalem
7535,Europe (HIC),ISR,Israel,Jerusalem
7536,Europe (HIC),ISR,Israel,Jerusalem
7537,Europe (HIC),ISR,Israel,Karmey Yossef
7538,Europe (HIC),ISR,Israel,Karmey Yossef
7539,Europe (HIC),ISR,Israel,Karmey Yossef
7540,Europe (HIC),ISR,Israel,Karmey Yossef
7541,Europe (HIC),ISR,Israel,Karmiel
7542,Europe (HIC),ISR,Israel,Kfar Masarik
7543,Europe (HIC),ISR,Israel,Kiryat Ata
7544,Europe (HIC),ISR,Israel,Kiryat Ata
7545,Europe (HIC),ISR,Israel,Kiryat Ata
7546,Europe (HIC),ISR,Israel,Kiryat Ata
7547,Europe (HIC),ISR,Israel,Kiryat Bialik
7548,Europe (HIC),ISR,Israel,Kiryat Bialik
7549,Europe (HIC),ISR,Israel,Kiryat Bialik
7550,Europe (HIC),ISR,Israel,Kiryat Bialik
7551,Europe (HIC),ISR,Israel,Kiryat Malahi
7552,Europe (HIC),ISR,Israel,Kiryat Malahi
7553,Europe (HIC),ISR,Israel,Kiryat Malahi
7554,Europe (HIC),ISR,Israel,Kiryat Malahi
7555,Europe (HIC),ISR,Israel,Kiryat Tivon
7556,Europe (HIC),ISR,Israel,Kiryat Tivon
7557,Europe (HIC),ISR,Israel,Kiryat Tivon
7558,Europe (HIC),ISR,Israel,Kiryat Tivon
7559,Europe (HIC),ISR,Israel,Modi'in
7560,Europe (HIC),ISR,Israel,Modi'in
7561,Europe (HIC),ISR,Israel,Modi'in
7562,Europe (HIC),ISR,Israel,Modi'in
7563,Europe (HIC),ISR,Israel,Nesher
7564,Europe (HIC),ISR,Israel,Nesher
7565,Europe (HIC),ISR,Israel,Nesher
7566,Europe (HIC),ISR,Israel,Nesher
7567,Europe (HIC),ISR,Israel,Nir Galim
7568,Europe (HIC),ISR,Israel,Nir Galim
7569,Europe (HIC),ISR,Israel,Nir Galim
7570,Europe (HIC),ISR,Israel,Nir Galim
7571,Europe (HIC),ISR,Israel,Nir Israel
7572,Europe (HIC),ISR,Israel,Nir Israel
7573,Europe (HIC),ISR,Israel,Nir Israel
7574,Europe (HIC),ISR,Israel,Nir Israel
7575,Europe (HIC),ISR,Israel,Pardes Hana
7576,Europe (HIC),ISR,Israel,Pardes Hana
7577,Europe (HIC),ISR,Israel,Pardes Hana
7578,Europe (HIC),ISR,Israel,Pardes Hana
7579,Europe (HIC),ISR,Israel,Park_hacarmel
7580,Europe (HIC),ISR,Israel,Park_hacarmel
7581,Europe (HIC),ISR,Israel,Park_hacarmel
7582,Europe (HIC),ISR,Israel,Petah Tikva
7583,Europe (HIC),ISR,Israel,Petah Tikva
7584,Europe (HIC),ISR,Israel,Petah Tikva
7585,Europe (HIC),ISR,Israel,Petah Tikva
7586,Europe (HIC),ISR,Israel,Ra'anana
7587,Europe (HIC),ISR,Israel,Ramat Gan
7588,Europe (HIC),ISR,Israel,Ramat Gan
7589,Europe (HIC),ISR,Israel,Ramat Gan
7590,Europe (HIC),ISR,Israel,Rehovot
7591,Europe (HIC),ISR,Israel,Rehovot
7592,Europe (HIC),ISR,Israel,Rehovot
7593,Europe (HIC),ISR,Israel,Rehovot
7594,Europe (HIC),ISR,Israel,Sde Yo'av
7595,Europe (HIC),ISR,Israel,Sde Yo'av
7596,Europe (HIC),ISR,Israel,Sde Yo'av
7597,Europe (HIC),ISR,Israel,Sde Yo'av
7598,Europe (HIC),ISR,Israel,Sderot
7599,Europe (HIC),ISR,Israel,Sderot
7600,Europe (HIC),ISR,Israel,Sderot
7601,Europe (HIC),ISR,Israel,Sderot
7602,Europe (HIC),ISR,Israel,Tel Aviv
7603,Europe (HIC),ISR,Israel,Tel Aviv
7604,Europe (HIC),ISR,Israel,Tel Aviv
7605,Europe (HIC),ISR,Israel,Tel Aviv
7606,Europe (HIC),ISR,Israel,Tel Aviv-Yafo
7607,Europe (HIC),ISR,Israel,Umm Al-Fahm
7608,Europe (HIC),ISR,Israel,Yavne
7609,Europe (HIC),ISR,Israel,Yavne
7610,Europe (HIC),ISR,Israel,Yavne
7611,Europe (HIC),ISR,Israel,Yavne
7612,Europe (HIC),ISR,Israel,Zemer
7613,Europe (HIC),ITA,Italy,Acquapendente
7614,Europe (HIC),ITA,Italy,Acquapendente
7615,Europe (HIC),ITA,Italy,Acquapendente
7616,Europe (HIC),ITA,Italy,Acquapendente
7617,Europe (HIC),ITA,Italy,Acri
7618,Europe (HIC),ITA,Italy,Acri
7619,Europe (HIC),ITA,Italy,Adria
7620,Europe (HIC),ITA,Italy,Adria
7621,Europe (HIC),ITA,Italy,Alatri
7622,Europe (HIC),ITA,Italy,Alatri
7623,Europe (HIC),ITA,Italy,Alatri
7624,Europe (HIC),ITA,Italy,Alatri
7625,Europe (HIC),ITA,Italy,Alba
7626,Europe (HIC),ITA,Italy,Alba
7627,Europe (HIC),ITA,Italy,Alba
7628,Europe (HIC),ITA,Italy,Alba
7629,Europe (HIC),ITA,Italy,Albenga
7630,Europe (HIC),ITA,Italy,Albenga
7631,Europe (HIC),ITA,Italy,Albenga
7632,Europe (HIC),ITA,Italy,Albenga
7633,Europe (HIC),ITA,Italy,Albisola Superiore
7634,Europe (HIC),ITA,Italy,Albisola Superiore
7635,Europe (HIC),ITA,Italy,Albisola Superiore
7636,Europe (HIC),ITA,Italy,Alessandria
7637,Europe (HIC),ITA,Italy,Alessandria
7638,Europe (HIC),ITA,Italy,Alessandria
7639,Europe (HIC),ITA,Italy,Alessandria
7640,Europe (HIC),ITA,Italy,Alfonsine
7641,Europe (HIC),ITA,Italy,Alfonsine
7642,Europe (HIC),ITA,Italy,Alfonsine
7643,Europe (HIC),ITA,Italy,Alfonsine
7644,Europe (HIC),ITA,Italy,Alghero
7645,Europe (HIC),ITA,Italy,Allumiere
7646,Europe (HIC),ITA,Italy,Allumiere
7647,Europe (HIC),ITA,Italy,Allumiere
7648,Europe (HIC),ITA,Italy,Allumiere
7649,Europe (HIC),ITA,Italy,Alpe Devero
7650,Europe (HIC),ITA,Italy,Alpe Devero
7651,Europe (HIC),ITA,Italy,Amelia
7652,Europe (HIC),ITA,Italy,Amelia
7653,Europe (HIC),ITA,Italy,Amelia
7654,Europe (HIC),ITA,Italy,Anagni
7655,Europe (HIC),ITA,Italy,Anagni
7656,Europe (HIC),ITA,Italy,Anagni
7657,Europe (HIC),ITA,Italy,Anagni
7658,Europe (HIC),ITA,Italy,Ancona
7659,Europe (HIC),ITA,Italy,Ancona
7660,Europe (HIC),ITA,Italy,Aosta
7661,Europe (HIC),ITA,Italy,Aosta
7662,Europe (HIC),ITA,Italy,Aosta
7663,Europe (HIC),ITA,Italy,Aprilia
7664,Europe (HIC),ITA,Italy,Aprilia
7665,Europe (HIC),ITA,Italy,Aprilia
7666,Europe (HIC),ITA,Italy,Aprilia
7667,Europe (HIC),ITA,Italy,Arezzo
7668,Europe (HIC),ITA,Italy,Arezzo
7669,Europe (HIC),ITA,Italy,Arezzo
7670,Europe (HIC),ITA,Italy,Arezzo
7671,Europe (HIC),ITA,Italy,Argenta
7672,Europe (HIC),ITA,Italy,Argenta
7673,Europe (HIC),ITA,Italy,Argenta
7674,Europe (HIC),ITA,Italy,Argenta
7675,Europe (HIC),ITA,Italy,Arnesano
7676,Europe (HIC),ITA,Italy,Ascoli Piceno
7677,Europe (HIC),ITA,Italy,Ascoli Piceno
7678,Europe (HIC),ITA,Italy,Ascoli Piceno
7679,Europe (HIC),ITA,Italy,Assemini
7680,Europe (HIC),ITA,Italy,Assemini
7681,Europe (HIC),ITA,Italy,Assemini
7682,Europe (HIC),ITA,Italy,Asti
7683,Europe (HIC),ITA,Italy,Asti
7684,Europe (HIC),ITA,Italy,Asti
7685,Europe (HIC),ITA,Italy,Asti
7686,Europe (HIC),ITA,Italy,Augusta
7687,Europe (HIC),ITA,Italy,Avellino
7688,Europe (HIC),ITA,Italy,Avellino
7689,Europe (HIC),ITA,Italy,Avellino
7690,Europe (HIC),ITA,Italy,Badia Polesine
7691,Europe (HIC),ITA,Italy,Badia Polesine
7692,Europe (HIC),ITA,Italy,Badia Polesine
7693,Europe (HIC),ITA,Italy,Badia Polesine
7694,Europe (HIC),ITA,Italy,Bagni Di Lucca
7695,Europe (HIC),ITA,Italy,Bagni Di Lucca
7696,Europe (HIC),ITA,Italy,Bari
7697,Europe (HIC),ITA,Italy,Bari
7698,Europe (HIC),ITA,Italy,Bari
7699,Europe (HIC),ITA,Italy,Bari
7700,Europe (HIC),ITA,Italy,Barletta
7701,Europe (HIC),ITA,Italy,Barletta
7702,Europe (HIC),ITA,Italy,Barletta
7703,Europe (HIC),ITA,Italy,Bassano Del Grappa
7704,Europe (HIC),ITA,Italy,Bassano Del Grappa
7705,Europe (HIC),ITA,Italy,Bassano Del Grappa
7706,Europe (HIC),ITA,Italy,Bassano Del Grappa
7707,Europe (HIC),ITA,Italy,Belluno
7708,Europe (HIC),ITA,Italy,Belluno
7709,Europe (HIC),ITA,Italy,Belluno
7710,Europe (HIC),ITA,Italy,Belluno
7711,Europe (HIC),ITA,Italy,Benevento
7712,Europe (HIC),ITA,Italy,Benevento
7713,Europe (HIC),ITA,Italy,Benevento
7714,Europe (HIC),ITA,Italy,Bergamo
7715,Europe (HIC),ITA,Italy,Bergamo
7716,Europe (HIC),ITA,Italy,Bergamo
7717,Europe (HIC),ITA,Italy,Bergamo
7718,Europe (HIC),ITA,Italy,Bertonico
7719,Europe (HIC),ITA,Italy,Bertonico
7720,Europe (HIC),ITA,Italy,Bertonico
7721,Europe (HIC),ITA,Italy,Bertonico
7722,Europe (HIC),ITA,Italy,Besenzone
7723,Europe (HIC),ITA,Italy,Besenzone
7724,Europe (HIC),ITA,Italy,Besenzone
7725,Europe (HIC),ITA,Italy,Besenzone
7726,Europe (HIC),ITA,Italy,Biella
7727,Europe (HIC),ITA,Italy,Biella
7728,Europe (HIC),ITA,Italy,Biella
7729,Europe (HIC),ITA,Italy,Biella
7730,Europe (HIC),ITA,Italy,Bologna
7731,Europe (HIC),ITA,Italy,Bologna
7732,Europe (HIC),ITA,Italy,Bologna
7733,Europe (HIC),ITA,Italy,Bologna
7734,Europe (HIC),ITA,Italy,Bolzano
7735,Europe (HIC),ITA,Italy,Bolzano
7736,Europe (HIC),ITA,Italy,Bolzano
7737,Europe (HIC),ITA,Italy,Bolzano
7738,Europe (HIC),ITA,Italy,Borgaro Torinese
7739,Europe (HIC),ITA,Italy,Borgaro Torinese
7740,Europe (HIC),ITA,Italy,Borgaro Torinese
7741,Europe (HIC),ITA,Italy,Borgaro Torinese
7742,Europe (HIC),ITA,Italy,Borgo D'ale
7743,Europe (HIC),ITA,Italy,Borgo D'ale
7744,Europe (HIC),ITA,Italy,Borgo D'ale
7745,Europe (HIC),ITA,Italy,Borgo Valsugana
7746,Europe (HIC),ITA,Italy,Borgo Valsugana
7747,Europe (HIC),ITA,Italy,Borgo Valsugana
7748,Europe (HIC),ITA,Italy,Borgo Valsugana
7749,Europe (HIC),ITA,Italy,Borgofranco Sul Po
7750,Europe (HIC),ITA,Italy,Borgofranco Sul Po
7751,Europe (HIC),ITA,Italy,Borgofranco Sul Po
7752,Europe (HIC),ITA,Italy,Borgofranco Sul Po
7753,Europe (HIC),ITA,Italy,Borgomanero
7754,Europe (HIC),ITA,Italy,Borgomanero
7755,Europe (HIC),ITA,Italy,Borgomanero
7756,Europe (HIC),ITA,Italy,Borgomanero
7757,Europe (HIC),ITA,Italy,Borgosesia
7758,Europe (HIC),ITA,Italy,Borgosesia
7759,Europe (HIC),ITA,Italy,Borgosesia
7760,Europe (HIC),ITA,Italy,Borgosesia
7761,Europe (HIC),ITA,Italy,Bormida-Genepro
7762,Europe (HIC),ITA,Italy,Bormida-Genepro
7763,Europe (HIC),ITA,Italy,Bormio
7764,Europe (HIC),ITA,Italy,Bormio
7765,Europe (HIC),ITA,Italy,Bormio
7766,Europe (HIC),ITA,Italy,Bormio
7767,Europe (HIC),ITA,Italy,Bosco Chiesanuova
7768,Europe (HIC),ITA,Italy,Bosco Chiesanuova
7769,Europe (HIC),ITA,Italy,Bosco Chiesanuova
7770,Europe (HIC),ITA,Italy,Bosco Chiesanuova
7771,Europe (HIC),ITA,Italy,Bragno
7772,Europe (HIC),ITA,Italy,Bragno
7773,Europe (HIC),ITA,Italy,Bragno
7774,Europe (HIC),ITA,Italy,Bragno
7775,Europe (HIC),ITA,Italy,Brescia
7776,Europe (HIC),ITA,Italy,Brescia
7777,Europe (HIC),ITA,Italy,Brescia
7778,Europe (HIC),ITA,Italy,Brescia
7779,Europe (HIC),ITA,Italy,Bressanone
7780,Europe (HIC),ITA,Italy,Bressanone
7781,Europe (HIC),ITA,Italy,Bressanone
7782,Europe (HIC),ITA,Italy,Bressanone
7783,Europe (HIC),ITA,Italy,Brindisi
7784,Europe (HIC),ITA,Italy,Brindisi
7785,Europe (HIC),ITA,Italy,Brindisi
7786,Europe (HIC),ITA,Italy,Brindisi
7787,Europe (HIC),ITA,Italy,Brunico
7788,Europe (HIC),ITA,Italy,Brunico
7789,Europe (HIC),ITA,Italy,Brunico
7790,Europe (HIC),ITA,Italy,Brunico
7791,Europe (HIC),ITA,Italy,Busalla
7792,Europe (HIC),ITA,Italy,Busto Arsizio
7793,Europe (HIC),ITA,Italy,Busto Arsizio
7794,Europe (HIC),ITA,Italy,Busto Arsizio
7795,Europe (HIC),ITA,Italy,Busto Arsizio
7796,Europe (HIC),ITA,Italy,Cagliari
7797,Europe (HIC),ITA,Italy,Cagliari
7798,Europe (HIC),ITA,Italy,Cagliari
7799,Europe (HIC),ITA,Italy,Cairo Montenotte
7800,Europe (HIC),ITA,Italy,Cairo Montenotte
7801,Europe (HIC),ITA,Italy,Cairo Montenotte
7802,Europe (HIC),ITA,Italy,Cairo Montenotte
7803,Europe (HIC),ITA,Italy,Calusco D'adda
7804,Europe (HIC),ITA,Italy,Calusco D'adda
7805,Europe (HIC),ITA,Italy,Calusco D'adda
7806,Europe (HIC),ITA,Italy,Calusco D'adda
7807,Europe (HIC),ITA,Italy,Campi Salentina
7808,Europe (HIC),ITA,Italy,Campobasso
7809,Europe (HIC),ITA,Italy,Campobasso
7810,Europe (HIC),ITA,Italy,Campobasso
7811,Europe (HIC),ITA,Italy,Campobasso
7812,Europe (HIC),ITA,Italy,Cantalupo Ligure
7813,Europe (HIC),ITA,Italy,Cantalupo Ligure
7814,Europe (HIC),ITA,Italy,Cantalupo Ligure
7815,Europe (HIC),ITA,Italy,Cantalupo Ligure
7816,Europe (HIC),ITA,Italy,Cantu
7817,Europe (HIC),ITA,Italy,Cantu
7818,Europe (HIC),ITA,Italy,Cantu
7819,Europe (HIC),ITA,Italy,Cantu
7820,Europe (HIC),ITA,Italy,Cantu'
7821,Europe (HIC),ITA,Italy,Capannori
7822,Europe (HIC),ITA,Italy,Capannori
7823,Europe (HIC),ITA,Italy,Capannori
7824,Europe (HIC),ITA,Italy,Capannori
7825,Europe (HIC),ITA,Italy,Carcare
7826,Europe (HIC),ITA,Italy,Carcare
7827,Europe (HIC),ITA,Italy,Carcare
7828,Europe (HIC),ITA,Italy,Carcare
7829,Europe (HIC),ITA,Italy,Carpi
7830,Europe (HIC),ITA,Italy,Carpi
7831,Europe (HIC),ITA,Italy,Carpi
7832,Europe (HIC),ITA,Italy,Carpi
7833,Europe (HIC),ITA,Italy,Carrara
7834,Europe (HIC),ITA,Italy,Carrara
7835,Europe (HIC),ITA,Italy,Carrara
7836,Europe (HIC),ITA,Italy,Carrara
7837,Europe (HIC),ITA,Italy,Casale Monferrato
7838,Europe (HIC),ITA,Italy,Casale Monferrato
7839,Europe (HIC),ITA,Italy,Casale Monferrato
7840,Europe (HIC),ITA,Italy,Casale Monferrato
7841,Europe (HIC),ITA,Italy,Casarotti
7842,Europe (HIC),ITA,Italy,Casarotti
7843,Europe (HIC),ITA,Italy,Casarotti
7844,Europe (HIC),ITA,Italy,Casarotti
7845,Europe (HIC),ITA,Italy,Caserta
7846,Europe (HIC),ITA,Italy,Caserta
7847,Europe (HIC),ITA,Italy,Caserta
7848,Europe (HIC),ITA,Italy,Casirate D'adda
7849,Europe (HIC),ITA,Italy,Cason Del Chievo
7850,Europe (HIC),ITA,Italy,Cason Del Chievo
7851,Europe (HIC),ITA,Italy,Cason Del Chievo
7852,Europe (HIC),ITA,Italy,Cassano D'adda
7853,Europe (HIC),ITA,Italy,Cassano D'adda
7854,Europe (HIC),ITA,Italy,Cassino
7855,Europe (HIC),ITA,Italy,Cassino
7856,Europe (HIC),ITA,Italy,Cassino
7857,Europe (HIC),ITA,Italy,Cassino
7858,Europe (HIC),ITA,Italy,Castel Di Sangro
7859,Europe (HIC),ITA,Italy,Castellarano
7860,Europe (HIC),ITA,Italy,Castellarano
7861,Europe (HIC),ITA,Italy,Castellarano
7862,Europe (HIC),ITA,Italy,Castellarano
7863,Europe (HIC),ITA,Italy,Castelluccio
7864,Europe (HIC),ITA,Italy,Castelluccio
7865,Europe (HIC),ITA,Italy,Castelluccio
7866,Europe (HIC),ITA,Italy,Castelluccio
7867,Europe (HIC),ITA,Italy,Castions Delle Mura
7868,Europe (HIC),ITA,Italy,Castions Delle Mura
7869,Europe (HIC),ITA,Italy,Castions Delle Mura
7870,Europe (HIC),ITA,Italy,Castions Delle Mura
7871,Europe (HIC),ITA,Italy,Catania
7872,Europe (HIC),ITA,Italy,Catanzaro
7873,Europe (HIC),ITA,Italy,Catanzaro
7874,Europe (HIC),ITA,Italy,Ceccano
7875,Europe (HIC),ITA,Italy,Ceccano
7876,Europe (HIC),ITA,Italy,Ceccano
7877,Europe (HIC),ITA,Italy,Ceccano
7878,Europe (HIC),ITA,Italy,Ceglie Messapica
7879,Europe (HIC),ITA,Italy,Ceglie Messapica
7880,Europe (HIC),ITA,Italy,Cengio
7881,Europe (HIC),ITA,Italy,Cento
7882,Europe (HIC),ITA,Italy,Cento
7883,Europe (HIC),ITA,Italy,Cento
7884,Europe (HIC),ITA,Italy,Cento
7885,Europe (HIC),ITA,Italy,Cerano
7886,Europe (HIC),ITA,Italy,Cerano
7887,Europe (HIC),ITA,Italy,Cerano
7888,Europe (HIC),ITA,Italy,Cerano
7889,Europe (HIC),ITA,Italy,Ceresole Reale
7890,Europe (HIC),ITA,Italy,Cervia
7891,Europe (HIC),ITA,Italy,Cervia
7892,Europe (HIC),ITA,Italy,Cervia
7893,Europe (HIC),ITA,Italy,Cervia
7894,Europe (HIC),ITA,Italy,Cesena
7895,Europe (HIC),ITA,Italy,Cesena
7896,Europe (HIC),ITA,Italy,Cesena
7897,Europe (HIC),ITA,Italy,Cesena
7898,Europe (HIC),ITA,Italy,Chiaravalle
7899,Europe (HIC),ITA,Italy,Chiaravalle
7900,Europe (HIC),ITA,Italy,Chiaravalle
7901,Europe (HIC),ITA,Italy,Chiavari
7902,Europe (HIC),ITA,Italy,Chiavari
7903,Europe (HIC),ITA,Italy,Chieri
7904,Europe (HIC),ITA,Italy,Chieri
7905,Europe (HIC),ITA,Italy,Chieri
7906,Europe (HIC),ITA,Italy,Chieri
7907,Europe (HIC),ITA,Italy,Chitignano
7908,Europe (HIC),ITA,Italy,Chiusi Della Verna
7909,Europe (HIC),ITA,Italy,Chiusi Della Verna
7910,Europe (HIC),ITA,Italy,Chiusi Della Verna
7911,Europe (HIC),ITA,Italy,Chiusi Della Verna
7912,Europe (HIC),ITA,Italy,Ciampino
7913,Europe (HIC),ITA,Italy,Ciampino
7914,Europe (HIC),ITA,Italy,Ciampino
7915,Europe (HIC),ITA,Italy,Ciampino
7916,Europe (HIC),ITA,Italy,Ciconia
7917,Europe (HIC),ITA,Italy,Ciconia
7918,Europe (HIC),ITA,Italy,Ciconia
7919,Europe (HIC),ITA,Italy,Cinto Euganeo
7920,Europe (HIC),ITA,Italy,Citta Di Castello
7921,Europe (HIC),ITA,Italy,Citta Di Castello
7922,Europe (HIC),ITA,Italy,Citta Di Castello
7923,Europe (HIC),ITA,Italy,Citta Di Castello
7924,Europe (HIC),ITA,Italy,Civita Castellana
7925,Europe (HIC),ITA,Italy,Civita Castellana
7926,Europe (HIC),ITA,Italy,Civita Castellana
7927,Europe (HIC),ITA,Italy,Civitanova Marche
7928,Europe (HIC),ITA,Italy,Civitanova Marche
7929,Europe (HIC),ITA,Italy,Civitanova Marche
7930,Europe (HIC),ITA,Italy,Civitavecchia
7931,Europe (HIC),ITA,Italy,Civitavecchia
7932,Europe (HIC),ITA,Italy,Civitavecchia
7933,Europe (HIC),ITA,Italy,Civitavecchia
7934,Europe (HIC),ITA,Italy,Codogno
7935,Europe (HIC),ITA,Italy,Codogno
7936,Europe (HIC),ITA,Italy,Codogno
7937,Europe (HIC),ITA,Italy,Codogno
7938,Europe (HIC),ITA,Italy,Colleferro
7939,Europe (HIC),ITA,Italy,Colleferro
7940,Europe (HIC),ITA,Italy,Colleferro
7941,Europe (HIC),ITA,Italy,Colleferro
7942,Europe (HIC),ITA,Italy,Colorno
7943,Europe (HIC),ITA,Italy,Colorno
7944,Europe (HIC),ITA,Italy,Colorno
7945,Europe (HIC),ITA,Italy,Colorno
7946,Europe (HIC),ITA,Italy,Como
7947,Europe (HIC),ITA,Italy,Como
7948,Europe (HIC),ITA,Italy,Como
7949,Europe (HIC),ITA,Italy,Como
7950,Europe (HIC),ITA,Italy,Conegliano
7951,Europe (HIC),ITA,Italy,Conegliano
7952,Europe (HIC),ITA,Italy,Conegliano
7953,Europe (HIC),ITA,Italy,Conegliano
7954,Europe (HIC),ITA,Italy,Corigliano Calabro
7955,Europe (HIC),ITA,Italy,Corigliano Calabro
7956,Europe (HIC),ITA,Italy,Corte Brugnatella
7957,Europe (HIC),ITA,Italy,Corte Brugnatella
7958,Europe (HIC),ITA,Italy,Corte Brugnatella
7959,Europe (HIC),ITA,Italy,Corte Brugnatella
7960,Europe (HIC),ITA,Italy,Cosenza
