,Region,iso3,Country,City/Town
0,Europe (LMIC),ALB,Albania,Korce
1,Europe (LMIC),ALB,Albania,Korce
2,Europe (LMIC),ALB,Albania,Tirana
3,Europe (LMIC),ALB,Albania,Vlore
4,Europe (LMIC),ALB,Albania,Vlore
5,Europe (LMIC),ALB,Albania,Vlore
6,Europe (LMIC),ALB,Albania,Vrith
7,Europe (HIC),AND,Andorra,Escaldes-Engordany
8,Europe (HIC),AND,Andorra,Escaldes-Engordany
9,Europe (HIC),AND,Andorra,Escaldes-Engordany
10,Europe (HIC),AND,Andorra,Escaldes-Engordany
11,Europe (HIC),AND,Andorra,Escaldes-Engordany
12,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Abu Dhabi
13,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Abu Dhabi
14,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Abu Dhabi
15,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Abu Dhabi
16,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Abu Dhabi
17,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Ain
18,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Ain
19,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Ain
20,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Ain
21,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Ain
22,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia
23,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia
24,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia
25,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia
26,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia
27,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia - Bida Zayed
28,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia - Gayathi
29,Eastern Mediterranean (HIC),ARE,United Arab Emirates,Al Gharbia - Liwa Oasis
30,Americas (LMIC),ARG,Argentina,Buenos Aires
31,Western Pacific (HIC),AUS,Australia,Adelaide
32,Western Pacific (HIC),AUS,Australia,Adelaide
33,Western Pacific (HIC),AUS,Australia,Adelaide
34,Western Pacific (HIC),AUS,Australia,Adelaide
35,Western Pacific (HIC),AUS,Australia,Adelaide
36,Western Pacific (HIC),AUS,Australia,Albany
37,Western Pacific (HIC),AUS,Australia,Albany
38,Western Pacific (HIC),AUS,Australia,Albany
39,Western Pacific (HIC),AUS,Australia,Albany
40,Western Pacific (HIC),AUS,Australia,Albany
41,Western Pacific (HIC),AUS,Australia,Albany
42,Western Pacific (HIC),AUS,Australia,Albany
43,Western Pacific (HIC),AUS,Australia,Albury
44,Western Pacific (HIC),AUS,Australia,Albury
45,Western Pacific (HIC),AUS,Australia,Albury
46,Western Pacific (HIC),AUS,Australia,Albury
47,Western Pacific (HIC),AUS,Australia,Ayr
48,Western Pacific (HIC),AUS,Australia,Bathurst
49,Western Pacific (HIC),AUS,Australia,Bathurst
50,Western Pacific (HIC),AUS,Australia,Bathurst
51,Western Pacific (HIC),AUS,Australia,Bathurst
52,Western Pacific (HIC),AUS,Australia,Brisbane
53,Western Pacific (HIC),AUS,Australia,Brisbane
54,Western Pacific (HIC),AUS,Australia,Bunbury
55,Western Pacific (HIC),AUS,Australia,Bunbury
56,Western Pacific (HIC),AUS,Australia,Bunbury
57,Western Pacific (HIC),AUS,Australia,Bunbury
58,Western Pacific (HIC),AUS,Australia,Bunbury
59,Western Pacific (HIC),AUS,Australia,Bunbury
60,Western Pacific (HIC),AUS,Australia,Bunbury
61,Western Pacific (HIC),AUS,Australia,Busselton
62,Western Pacific (HIC),AUS,Australia,Busselton
63,Western Pacific (HIC),AUS,Australia,Busselton
64,Western Pacific (HIC),AUS,Australia,Busselton
65,Western Pacific (HIC),AUS,Australia,Busselton
66,Western Pacific (HIC),AUS,Australia,Busselton
67,Western Pacific (HIC),AUS,Australia,Busselton
68,Western Pacific (HIC),AUS,Australia,Canberra
69,Western Pacific (HIC),AUS,Australia,Canberra
70,Western Pacific (HIC),AUS,Australia,Canberra
71,Western Pacific (HIC),AUS,Australia,Canberra
72,Western Pacific (HIC),AUS,Australia,Canberra
73,Western Pacific (HIC),AUS,Australia,Central Coast
74,Western Pacific (HIC),AUS,Australia,City Of Ipswich
75,Western Pacific (HIC),AUS,Australia,City Of Ipswich
76,Western Pacific (HIC),AUS,Australia,Collie
77,Western Pacific (HIC),AUS,Australia,Collie
78,Western Pacific (HIC),AUS,Australia,Collie
79,Western Pacific (HIC),AUS,Australia,Collie
80,Western Pacific (HIC),AUS,Australia,Collie
81,Western Pacific (HIC),AUS,Australia,Collie
82,Western Pacific (HIC),AUS,Australia,Collie
83,Western Pacific (HIC),AUS,Australia,Darwin
84,Western Pacific (HIC),AUS,Australia,Darwin
85,Western Pacific (HIC),AUS,Australia,Darwin
86,Western Pacific (HIC),AUS,Australia,Darwin
87,Western Pacific (HIC),AUS,Australia,Devonport
88,Western Pacific (HIC),AUS,Australia,Geelong
89,Western Pacific (HIC),AUS,Australia,Geraldton
90,Western Pacific (HIC),AUS,Australia,Geraldton
91,Western Pacific (HIC),AUS,Australia,Geraldton
92,Western Pacific (HIC),AUS,Australia,Geraldton
93,Western Pacific (HIC),AUS,Australia,Geraldton
94,Western Pacific (HIC),AUS,Australia,Geraldton
95,Western Pacific (HIC),AUS,Australia,Geraldton
96,Western Pacific (HIC),AUS,Australia,Gladstone
97,Western Pacific (HIC),AUS,Australia,Gladstone
98,Western Pacific (HIC),AUS,Australia,Hobart
99,Western Pacific (HIC),AUS,Australia,Jondaryan
100,Western Pacific (HIC),AUS,Australia,Jondaryan
101,Western Pacific (HIC),AUS,Australia,La Trobe Valley
102,Western Pacific (HIC),AUS,Australia,Launceston
103,Western Pacific (HIC),AUS,Australia,Lower Hunter
104,Western Pacific (HIC),AUS,Australia,Mackay
105,Western Pacific (HIC),AUS,Australia,Mackay
106,Western Pacific (HIC),AUS,Australia,Melbourne
107,Western Pacific (HIC),AUS,Australia,Moranbah
108,Western Pacific (HIC),AUS,Australia,Moranbah
109,Western Pacific (HIC),AUS,Australia,Mount Isa
110,Western Pacific (HIC),AUS,Australia,Mount Isa
111,Western Pacific (HIC),AUS,Australia,Muswellbrook
112,Western Pacific (HIC),AUS,Australia,Muswellbrook
113,Western Pacific (HIC),AUS,Australia,Muswellbrook
114,Western Pacific (HIC),AUS,Australia,Muswellbrook
115,Western Pacific (HIC),AUS,Australia,Newcastle
116,Western Pacific (HIC),AUS,Australia,Newcastle
117,Western Pacific (HIC),AUS,Australia,Newcastle
118,Western Pacific (HIC),AUS,Australia,Newcastle
119,Western Pacific (HIC),AUS,Australia,Palmerston
120,Western Pacific (HIC),AUS,Australia,Palmerston
121,Western Pacific (HIC),AUS,Australia,Palmerston
122,Western Pacific (HIC),AUS,Australia,Palmerston
123,Western Pacific (HIC),AUS,Australia,Perth
124,Western Pacific (HIC),AUS,Australia,Perth
125,Western Pacific (HIC),AUS,Australia,Perth
126,Western Pacific (HIC),AUS,Australia,Perth
127,Western Pacific (HIC),AUS,Australia,Perth
128,Western Pacific (HIC),AUS,Australia,Perth
129,Western Pacific (HIC),AUS,Australia,Perth
130,Western Pacific (HIC),AUS,Australia,Singleton
131,Western Pacific (HIC),AUS,Australia,Singleton
132,Western Pacific (HIC),AUS,Australia,Singleton
133,Western Pacific (HIC),AUS,Australia,Singleton
134,Western Pacific (HIC),AUS,Australia,Sydney
135,Western Pacific (HIC),AUS,Australia,Sydney
136,Western Pacific (HIC),AUS,Australia,Sydney
137,Western Pacific (HIC),AUS,Australia,Sydney
138,Western Pacific (HIC),AUS,Australia,Tamworth
139,Western Pacific (HIC),AUS,Australia,Tamworth
140,Western Pacific (HIC),AUS,Australia,Tamworth
141,Western Pacific (HIC),AUS,Australia,Tamworth
142,Western Pacific (HIC),AUS,Australia,Townsville
143,Western Pacific (HIC),AUS,Australia,Upper Hunter
144,Western Pacific (HIC),AUS,Australia,Wagga Wagga
145,Western Pacific (HIC),AUS,Australia,Wagga Wagga
146,Western Pacific (HIC),AUS,Australia,Wagga Wagga
147,Western Pacific (HIC),AUS,Australia,Wagga Wagga
148,Western Pacific (HIC),AUS,Australia,Whyalla
149,Western Pacific (HIC),AUS,Australia,Whyalla
150,Western Pacific (HIC),AUS,Australia,Whyalla
151,Western Pacific (HIC),AUS,Australia,Whyalla
152,Western Pacific (HIC),AUS,Australia,Whyalla
153,Western Pacific (HIC),AUS,Australia,Wollongong
154,Western Pacific (HIC),AUS,Australia,Wollongong
155,Western Pacific (HIC),AUS,Australia,Wollongong
156,Western Pacific (HIC),AUS,Australia,Wollongong
157,Western Pacific (HIC),AUS,Australia,Wynnum
158,Western Pacific (HIC),AUS,Australia,Wynnum
159,Western Pacific (HIC),AUS,Australia,Wyong
160,Western Pacific (HIC),AUS,Australia,Wyong
161,Western Pacific (HIC),AUS,Australia,Wyong
162,Western Pacific (HIC),AUS,Australia,Wyong
163,Europe (HIC),AUT,Austria,Amstetten
164,Europe (HIC),AUT,Austria,Amstetten
165,Europe (HIC),AUT,Austria,Amstetten
166,Europe (HIC),AUT,Austria,Amstetten
167,Europe (HIC),AUT,Austria,Arnoldstein
168,Europe (HIC),AUT,Austria,Arnoldstein
169,Europe (HIC),AUT,Austria,Arnoldstein
170,Europe (HIC),AUT,Austria,Arnoldstein
171,Europe (HIC),AUT,Austria,Bad Ischl
172,Europe (HIC),AUT,Austria,Bad Voslau
173,Europe (HIC),AUT,Austria,Bad Voslau
174,Europe (HIC),AUT,Austria,Bad Voslau
175,Europe (HIC),AUT,Austria,Bad Voslau
176,Europe (HIC),AUT,Austria,Biedermannsdorf
177,Europe (HIC),AUT,Austria,Biedermannsdorf
178,Europe (HIC),AUT,Austria,Biedermannsdorf
179,Europe (HIC),AUT,Austria,Biedermannsdorf
180,Europe (HIC),AUT,Austria,Bludenz
181,Europe (HIC),AUT,Austria,Bludenz
182,Europe (HIC),AUT,Austria,Bludenz
183,Europe (HIC),AUT,Austria,Bludenz
184,Europe (HIC),AUT,Austria,Bratislava
185,Europe (HIC),AUT,Austria,Bratislava
186,Europe (HIC),AUT,Austria,Bratislava
187,Europe (HIC),AUT,Austria,Bratislava
188,Europe (HIC),AUT,Austria,Braunau Am Inn
189,Europe (HIC),AUT,Austria,Braunau Am Inn
190,Europe (HIC),AUT,Austria,Braunau Am Inn
191,Europe (HIC),AUT,Austria,Braunau Am Inn
192,Europe (HIC),AUT,Austria,Brixlegg
193,Europe (HIC),AUT,Austria,Brixlegg
194,Europe (HIC),AUT,Austria,Brixlegg
195,Europe (HIC),AUT,Austria,Brixlegg
196,Europe (HIC),AUT,Austria,Bruck An Der Mur
197,Europe (HIC),AUT,Austria,Bruck An Der Mur
198,Europe (HIC),AUT,Austria,Bruck An Der Mur
199,Europe (HIC),AUT,Austria,Bruck An Der Mur
200,Europe (HIC),AUT,Austria,Burgfried
201,Europe (HIC),AUT,Austria,Burgfried
202,Europe (HIC),AUT,Austria,Burgfried
203,Europe (HIC),AUT,Austria,Burgfried
204,Europe (HIC),AUT,Austria,Deutschlandsberg
205,Europe (HIC),AUT,Austria,Deutschlandsberg
206,Europe (HIC),AUT,Austria,Deutschlandsberg
207,Europe (HIC),AUT,Austria,Deutschlandsberg
208,Europe (HIC),AUT,Austria,Donawitz
209,Europe (HIC),AUT,Austria,Donawitz
210,Europe (HIC),AUT,Austria,Donawitz
211,Europe (HIC),AUT,Austria,Donawitz
212,Europe (HIC),AUT,Austria,Dornbirn
213,Europe (HIC),AUT,Austria,Dornbirn
214,Europe (HIC),AUT,Austria,Dornbirn
215,Europe (HIC),AUT,Austria,Dornbirn
216,Europe (HIC),AUT,Austria,Durnrohr
217,Europe (HIC),AUT,Austria,Durnrohr
218,Europe (HIC),AUT,Austria,Durnrohr
219,Europe (HIC),AUT,Austria,Durnrohr
220,Europe (HIC),AUT,Austria,Ebenthal
221,Europe (HIC),AUT,Austria,Ebenthal In Karnten
222,Europe (HIC),AUT,Austria,Ebenthal In Karnten
223,Europe (HIC),AUT,Austria,Ebenthal In Karnten
224,Europe (HIC),AUT,Austria,Ebenthal In Karnten
225,Europe (HIC),AUT,Austria,Eisenstadt
226,Europe (HIC),AUT,Austria,Eisenstadt
227,Europe (HIC),AUT,Austria,Eisenstadt
228,Europe (HIC),AUT,Austria,Eisenstadt
229,Europe (HIC),AUT,Austria,Enns
230,Europe (HIC),AUT,Austria,Enns
231,Europe (HIC),AUT,Austria,Enns
232,Europe (HIC),AUT,Austria,Enns
233,Europe (HIC),AUT,Austria,Feldkirch
234,Europe (HIC),AUT,Austria,Feldkirch
235,Europe (HIC),AUT,Austria,Feldkirch
236,Europe (HIC),AUT,Austria,Feldkirch
237,Europe (HIC),AUT,Austria,Freistadt
238,Europe (HIC),AUT,Austria,Freistadt
239,Europe (HIC),AUT,Austria,Freistadt
240,Europe (HIC),AUT,Austria,Freistadt
241,Europe (HIC),AUT,Austria,Furstenfeld
242,Europe (HIC),AUT,Austria,Furstenfeld
243,Europe (HIC),AUT,Austria,Furstenfeld
244,Europe (HIC),AUT,Austria,Furstenfeld
245,Europe (HIC),AUT,Austria,Ganserndorf
246,Europe (HIC),AUT,Austria,Ganserndorf
247,Europe (HIC),AUT,Austria,Ganserndorf
248,Europe (HIC),AUT,Austria,Ganserndorf
249,Europe (HIC),AUT,Austria,Gemeinde Gratwein
250,Europe (HIC),AUT,Austria,Gemeinde Gratwein
251,Europe (HIC),AUT,Austria,Gemeinde Imst
252,Europe (HIC),AUT,Austria,Gemeinde Imst
253,Europe (HIC),AUT,Austria,Gemeinde Imst
254,Europe (HIC),AUT,Austria,Gemeinde Imst
255,Europe (HIC),AUT,Austria,Glinzendorf
256,Europe (HIC),AUT,Austria,Glinzendorf
257,Europe (HIC),AUT,Austria,Gmunden
258,Europe (HIC),AUT,Austria,Gmunden
259,Europe (HIC),AUT,Austria,Gmunden
260,Europe (HIC),AUT,Austria,Gmunden
261,Europe (HIC),AUT,Austria,Goss
262,Europe (HIC),AUT,Austria,Goss
263,Europe (HIC),AUT,Austria,Goss
264,Europe (HIC),AUT,Austria,Goss
265,Europe (HIC),AUT,Austria,Graz
266,Europe (HIC),AUT,Austria,Graz
267,Europe (HIC),AUT,Austria,Graz
268,Europe (HIC),AUT,Austria,Graz
269,Europe (HIC),AUT,Austria,Graz-Umgebung
270,Europe (HIC),AUT,Austria,Graz-Umgebung
271,Europe (HIC),AUT,Austria,Graz-Umgebung
272,Europe (HIC),AUT,Austria,Graz-Umgebung
273,Europe (HIC),AUT,Austria,Grosesnserndorf
274,Europe (HIC),AUT,Austria,Grosesnserndorf
275,Europe (HIC),AUT,Austria,Grosesnserndorf
276,Europe (HIC),AUT,Austria,Grosesnserndorf
277,Europe (HIC),AUT,Austria,Grossenzersdorf
278,Europe (HIC),AUT,Austria,Hainburg An Der Donau
279,Europe (HIC),AUT,Austria,Hainburg An Der Donau
280,Europe (HIC),AUT,Austria,Hainburg An Der Donau
281,Europe (HIC),AUT,Austria,Hainburg An Der Donau
282,Europe (HIC),AUT,Austria,Hall In Tirol
283,Europe (HIC),AUT,Austria,Hall In Tirol
284,Europe (HIC),AUT,Austria,Hall In Tirol
285,Europe (HIC),AUT,Austria,Hall In Tirol
286,Europe (HIC),AUT,Austria,Hallein
287,Europe (HIC),AUT,Austria,Hallein
288,Europe (HIC),AUT,Austria,Hallein
289,Europe (HIC),AUT,Austria,Hallein
290,Europe (HIC),AUT,Austria,Hartberg
291,Europe (HIC),AUT,Austria,Hartberg
292,Europe (HIC),AUT,Austria,Hartberg
293,Europe (HIC),AUT,Austria,Hartberg
294,Europe (HIC),AUT,Austria,Haselbach
295,Europe (HIC),AUT,Austria,Haselbach
296,Europe (HIC),AUT,Austria,Haselbach
297,Europe (HIC),AUT,Austria,Haselbach
298,Europe (HIC),AUT,Austria,Heiterwang
299,Europe (HIC),AUT,Austria,Heiterwang
300,Europe (HIC),AUT,Austria,Heiterwang
301,Europe (HIC),AUT,Austria,Heiterwang
302,Europe (HIC),AUT,Austria,Hermagor
303,Europe (HIC),AUT,Austria,Hermagor
304,Europe (HIC),AUT,Austria,Hermagor
305,Europe (HIC),AUT,Austria,Herzogberg
306,Europe (HIC),AUT,Austria,Herzogberg
307,Europe (HIC),AUT,Austria,Herzogberg
308,Europe (HIC),AUT,Austria,Herzogberg
309,Europe (HIC),AUT,Austria,Himberg
310,Europe (HIC),AUT,Austria,Himberg Bei Wien
311,Europe (HIC),AUT,Austria,Himberg Bei Wien
312,Europe (HIC),AUT,Austria,Himberg Bei Wien
313,Europe (HIC),AUT,Austria,Himberg Bei Wien
314,Europe (HIC),AUT,Austria,Hochst
315,Europe (HIC),AUT,Austria,Hochst
316,Europe (HIC),AUT,Austria,Hochst
317,Europe (HIC),AUT,Austria,Hochst
318,Europe (HIC),AUT,Austria,Hollabrunn
319,Europe (HIC),AUT,Austria,Hollabrunn
320,Europe (HIC),AUT,Austria,Hollabrunn
321,Europe (HIC),AUT,Austria,Hollabrunn
322,Europe (HIC),AUT,Austria,Hollabrunn
323,Europe (HIC),AUT,Austria,Illmitz
324,Europe (HIC),AUT,Austria,Illmitz
325,Europe (HIC),AUT,Austria,Illmitz
326,Europe (HIC),AUT,Austria,Illmitz
327,Europe (HIC),AUT,Austria,Imst
328,Europe (HIC),AUT,Austria,Innsbruck
329,Europe (HIC),AUT,Austria,Innsbruck
330,Europe (HIC),AUT,Austria,Innsbruck
331,Europe (HIC),AUT,Austria,Innsbruck
332,Europe (HIC),AUT,Austria,Judenburg
333,Europe (HIC),AUT,Austria,Judenburg
334,Europe (HIC),AUT,Austria,Judenburg
335,Europe (HIC),AUT,Austria,Judenburg
336,Europe (HIC),AUT,Austria,Judendorf-Strassengel
337,Europe (HIC),AUT,Austria,Judendorf-Strassengel
338,Europe (HIC),AUT,Austria,Judendorf-Strassengel
339,Europe (HIC),AUT,Austria,Judendorf-Strassengel
340,Europe (HIC),AUT,Austria,Kapfenberg
341,Europe (HIC),AUT,Austria,Kapfenberg
342,Europe (HIC),AUT,Austria,Kapfenberg
343,Europe (HIC),AUT,Austria,Kapfenberg
344,Europe (HIC),AUT,Austria,Kematen
345,Europe (HIC),AUT,Austria,Kematen An Der Ybbs
346,Europe (HIC),AUT,Austria,Kematen An Der Ybbs
347,Europe (HIC),AUT,Austria,Kematen An Der Ybbs
348,Europe (HIC),AUT,Austria,Kematen An Der Ybbs
349,Europe (HIC),AUT,Austria,Klagenfurt
350,Europe (HIC),AUT,Austria,Klagenfurt Am Worthersee
351,Europe (HIC),AUT,Austria,Klagenfurt Am Worthersee
352,Europe (HIC),AUT,Austria,Klagenfurt Am Worthersee
353,Europe (HIC),AUT,Austria,Klagenfurt Am Worthersee
354,Europe (HIC),AUT,Austria,Klosterneuburg
355,Europe (HIC),AUT,Austria,Klosterneuburg
356,Europe (HIC),AUT,Austria,Klosterneuburg
357,Europe (HIC),AUT,Austria,Klosterneuburg
358,Europe (HIC),AUT,Austria,Knittelfeld
359,Europe (HIC),AUT,Austria,Knittelfeld
360,Europe (HIC),AUT,Austria,Knittelfeld
361,Europe (HIC),AUT,Austria,Knittelfeld
362,Europe (HIC),AUT,Austria,Koflach
363,Europe (HIC),AUT,Austria,Koflach
364,Europe (HIC),AUT,Austria,Koflach
365,Europe (HIC),AUT,Austria,Koflach
366,Europe (HIC),AUT,Austria,Krems
367,Europe (HIC),AUT,Austria,Krems An Der Donau
368,Europe (HIC),AUT,Austria,Krems An Der Donau
369,Europe (HIC),AUT,Austria,Krems An Der Donau
370,Europe (HIC),AUT,Austria,Krems An Der Donau
371,Europe (HIC),AUT,Austria,Kreuth
372,Europe (HIC),AUT,Austria,Kreuth
373,Europe (HIC),AUT,Austria,Kreuth
374,Europe (HIC),AUT,Austria,Kriegen
375,Europe (HIC),AUT,Austria,Kriegen
376,Europe (HIC),AUT,Austria,Kriegen
377,Europe (HIC),AUT,Austria,Kriegen
378,Europe (HIC),AUT,Austria,Kriegen
379,Europe (HIC),AUT,Austria,Kufstein
380,Europe (HIC),AUT,Austria,Kufstein
381,Europe (HIC),AUT,Austria,Kufstein
382,Europe (HIC),AUT,Austria,Kufstein
383,Europe (HIC),AUT,Austria,Leibnitz
384,Europe (HIC),AUT,Austria,Leibnitz
385,Europe (HIC),AUT,Austria,Leibnitz
386,Europe (HIC),AUT,Austria,Leibnitz
387,Europe (HIC),AUT,Austria,Lenzing
388,Europe (HIC),AUT,Austria,Lenzing
389,Europe (HIC),AUT,Austria,Lenzing
390,Europe (HIC),AUT,Austria,Lenzing
391,Europe (HIC),AUT,Austria,Leoben
392,Europe (HIC),AUT,Austria,Leoben
393,Europe (HIC),AUT,Austria,Leoben
394,Europe (HIC),AUT,Austria,Leoben
395,Europe (HIC),AUT,Austria,Lienz
396,Europe (HIC),AUT,Austria,Lienz
397,Europe (HIC),AUT,Austria,Lienz
398,Europe (HIC),AUT,Austria,Lienz
399,Europe (HIC),AUT,Austria,Liezen
400,Europe (HIC),AUT,Austria,Liezen
401,Europe (HIC),AUT,Austria,Liezen
402,Europe (HIC),AUT,Austria,Linz
403,Europe (HIC),AUT,Austria,Linz
404,Europe (HIC),AUT,Austria,Linz
405,Europe (HIC),AUT,Austria,Linz
406,Europe (HIC),AUT,Austria,Lustenau
407,Europe (HIC),AUT,Austria,Lustenau
408,Europe (HIC),AUT,Austria,Lustenau
409,Europe (HIC),AUT,Austria,Lustenau
410,Europe (HIC),AUT,Austria,Mistelbach
411,Europe (HIC),AUT,Austria,Mistelbach
412,Europe (HIC),AUT,Austria,Mistelbach
413,Europe (HIC),AUT,Austria,Mistelbach
414,Europe (HIC),AUT,Austria,Modling
415,Europe (HIC),AUT,Austria,Modling
416,Europe (HIC),AUT,Austria,Modling
417,Europe (HIC),AUT,Austria,Modling
418,Europe (HIC),AUT,Austria,Murzzuschlag
419,Europe (HIC),AUT,Austria,Murzzuschlag
420,Europe (HIC),AUT,Austria,Murzzuschlag
421,Europe (HIC),AUT,Austria,Murzzuschlag
422,Europe (HIC),AUT,Austria,Natters
423,Europe (HIC),AUT,Austria,Natters
424,Europe (HIC),AUT,Austria,Natters
425,Europe (HIC),AUT,Austria,Natters
426,Europe (HIC),AUT,Austria,Oberschutzen
427,Europe (HIC),AUT,Austria,Oberschutzen
428,Europe (HIC),AUT,Austria,Oberschutzen
429,Europe (HIC),AUT,Austria,Oberschutzen
430,Europe (HIC),AUT,Austria,Obervellach-West
431,Europe (HIC),AUT,Austria,Obervellach-West
432,Europe (HIC),AUT,Austria,Obervellach-West
433,Europe (HIC),AUT,Austria,Obervellach-West
434,Europe (HIC),AUT,Austria,Oberwart
435,Europe (HIC),AUT,Austria,Oberwart
436,Europe (HIC),AUT,Austria,Peggau
437,Europe (HIC),AUT,Austria,Peggau
438,Europe (HIC),AUT,Austria,Peggau
439,Europe (HIC),AUT,Austria,Peggau
440,Europe (HIC),AUT,Austria,Reding
441,Europe (HIC),AUT,Austria,Reding
442,Europe (HIC),AUT,Austria,Reichraming
443,Europe (HIC),AUT,Austria,Reichraming
444,Europe (HIC),AUT,Austria,Reichraming
445,Europe (HIC),AUT,Austria,Salzburg
446,Europe (HIC),AUT,Austria,Salzburg
447,Europe (HIC),AUT,Austria,Salzburg
448,Europe (HIC),AUT,Austria,Salzburg
449,Europe (HIC),AUT,Austria,Sankt Andra
450,Europe (HIC),AUT,Austria,Sankt Andra
451,Europe (HIC),AUT,Austria,Sankt Andra
452,Europe (HIC),AUT,Austria,Sankt Andra
453,Europe (HIC),AUT,Austria,Sankt Andra Im Lavanttal
454,Europe (HIC),AUT,Austria,Sankt Poelten
455,Europe (HIC),AUT,Austria,Sankt Polten
456,Europe (HIC),AUT,Austria,Sankt Polten
457,Europe (HIC),AUT,Austria,Sankt Polten
458,Europe (HIC),AUT,Austria,Sankt Polten
459,Europe (HIC),AUT,Austria,Sankt Valentin
460,Europe (HIC),AUT,Austria,Sankt Valentin
461,Europe (HIC),AUT,Austria,Sankt Valentin
462,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan
463,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan
464,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan
465,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan
466,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan District
467,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan District
468,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan District
469,Europe (HIC),AUT,Austria,Sankt Veit An Der Glan District
470,Europe (HIC),AUT,Austria,Scherighof
471,Europe (HIC),AUT,Austria,Scherighof
472,Europe (HIC),AUT,Austria,Schondorf
473,Europe (HIC),AUT,Austria,Schondorf
474,Europe (HIC),AUT,Austria,Schondorf
475,Europe (HIC),AUT,Austria,Schondorf
476,Europe (HIC),AUT,Austria,Schwaz
477,Europe (HIC),AUT,Austria,Schwechat
478,Europe (HIC),AUT,Austria,Schwechat
479,Europe (HIC),AUT,Austria,Schwechat
480,Europe (HIC),AUT,Austria,Schwechat
481,Europe (HIC),AUT,Austria,Schweighof
482,Europe (HIC),AUT,Austria,Schweighof
483,Europe (HIC),AUT,Austria,Schweighof
484,Europe (HIC),AUT,Austria,Schweighof
485,Europe (HIC),AUT,Austria,Spittal An Der Drau
486,Europe (HIC),AUT,Austria,Spittal An Der Drau
487,Europe (HIC),AUT,Austria,Spittal An Der Drau
488,Europe (HIC),AUT,Austria,Spittal An Der Drau
489,Europe (HIC),AUT,Austria,Steyr
490,Europe (HIC),AUT,Austria,Steyr
491,Europe (HIC),AUT,Austria,Steyr
492,Europe (HIC),AUT,Austria,Steyr
493,Europe (HIC),AUT,Austria,Steyregg
494,Europe (HIC),AUT,Austria,Steyregg
495,Europe (HIC),AUT,Austria,Steyregg
496,Europe (HIC),AUT,Austria,Steyregg
497,Europe (HIC),AUT,Austria,Stixneusiedl
498,Europe (HIC),AUT,Austria,Stixneusiedl
499,Europe (HIC),AUT,Austria,Stixneusiedl
500,Europe (HIC),AUT,Austria,Stixneusiedl
501,Europe (HIC),AUT,Austria,Stockerau
502,Europe (HIC),AUT,Austria,Stockerau
503,Europe (HIC),AUT,Austria,Stockerau
504,Europe (HIC),AUT,Austria,Stockerau
505,Europe (HIC),AUT,Austria,Streithofen
506,Europe (HIC),AUT,Austria,Streithofen
507,Europe (HIC),AUT,Austria,Streithofen
508,Europe (HIC),AUT,Austria,Streithofen
509,Europe (HIC),AUT,Austria,Tamsweg
510,Europe (HIC),AUT,Austria,Tamsweg
511,Europe (HIC),AUT,Austria,Tamsweg
512,Europe (HIC),AUT,Austria,Tamsweg
513,Europe (HIC),AUT,Austria,Thaures
514,Europe (HIC),AUT,Austria,Thaures
515,Europe (HIC),AUT,Austria,Thaures
516,Europe (HIC),AUT,Austria,Thaures
517,Europe (HIC),AUT,Austria,Traismaier
518,Europe (HIC),AUT,Austria,Traismauer
519,Europe (HIC),AUT,Austria,Traismauer
520,Europe (HIC),AUT,Austria,Traismauer
521,Europe (HIC),AUT,Austria,Traismauer
522,Europe (HIC),AUT,Austria,Traun
523,Europe (HIC),AUT,Austria,Traun
524,Europe (HIC),AUT,Austria,Traun
525,Europe (HIC),AUT,Austria,Traun
526,Europe (HIC),AUT,Austria,Tulln
527,Europe (HIC),AUT,Austria,Tulln
528,Europe (HIC),AUT,Austria,Tulln An Der Donau
529,Europe (HIC),AUT,Austria,Tulln An Der Donau
530,Europe (HIC),AUT,Austria,Tulln An Der Donau
531,Europe (HIC),AUT,Austria,Tulln An Der Donau
532,Europe (HIC),AUT,Austria,Villach
533,Europe (HIC),AUT,Austria,Villach
